Nombre,DNI,NSS,Género,Código Postal,Fecha Nacimiento,Fecha Ingreso,Diagnóstico,Tratamiento,Resultados
Sergio Sánchez,94546910K,81/48161351/06,F,31888,1958-12-26,2024-09-28,Artritis leve,Paracetamol 1g,Control parcial
Laura Díaz,28038394C,33/98150692/04,F,24244,1954-07-21,2024-09-20,Hipertensión arterial,Salbutamol inhalado,Control parcial
Mario Navarro,93080733Y,13/54624231/06,F,28982,2008-08-31,2024-03-04,Dermatitis atópica,Omeprazol 20 mg/día,Respuesta favorable
Clara Castro,60044764V,22/47119733/03,M,23010,2000-04-29,2023-07-16,Asma persistente,Paracetamol 1g,Respuesta favorable
Hugo Ruiz,50065360G,53/72937414/02,F,34443,1976-02-15,2025-05-12,Migraña episódica,Enalapril 10 mg/día,Respuesta favorable
Ana Romero,53087929G,12/97428280/08,F,49193,1961-05-31,2024-05-27,Diabetes tipo II,Metformina 850 mg/12h,Reagudización leve
Sergio Fernández,96848081D,74/36815102/08,F,39381,1981-09-07,2025-05-26,Lumbalgia crónica,Salbutamol inhalado,Mejora significativa
Sara Ortega,13567780L,25/83616222/01,M,34079,1993-02-25,2025-09-01,Dermatitis atópica,Salbutamol inhalado,Control parcial
Laura Molina,71962793I,50/54165951/03,F,40715,1982-07-28,2023-09-06,Asma persistente,Salbutamol inhalado,Mejora significativa
Paula López,54666513T,42/69818756/05,F,27493,1975-06-29,2023-03-12,Dermatitis atópica,Enalapril 10 mg/día,Síntomas reducidos
Marta Ortega,69089254N,87/74963225/02,F,35188,2004-12-21,2024-04-19,Dermatitis atópica,Paracetamol 1g,Sin cambios relevantes
Hugo Molina,61140440F,63/98077261/08,F,34480,1950-06-27,2024-01-22,Gastritis,Antihistamínicos,Síntomas reducidos
Paula Díaz,62199743K,54/10414994/07,M,32259,1956-04-20,2024-12-11,Diabetes tipo II,Paracetamol 1g,Requiere seguimiento
Paula Ruiz,94981369B,37/50893347/09,F,44840,1986-06-03,2024-06-13,Asma persistente,Metformina 850 mg/12h,Reagudización leve
Marta Díaz,16711472H,48/40106663/09,M,10974,1965-11-09,2024-10-24,Hipertensión arterial,Ibuprofeno 400 mg/8h,Mejora significativa
Lucía Díaz,30713039C,86/58978175/02,M,28760,1998-07-15,2025-03-20,Diabetes tipo II,Fisioterapia,Requiere seguimiento
Hugo Ortega,50533291D,75/91900369/04,M,21863,1953-07-17,2024-02-20,Alergia estacional,Salbutamol inhalado,Mejora significativa
Pablo Sánchez,95406222A,80/57846985/04,M,40625,1968-02-08,2025-10-29,Diabetes tipo II,Paracetamol 1g,Reagudización leve
Clara Ortega,97718870F,37/93102238/04,M,11504,1970-05-01,2025-03-23,Alergia estacional,Omeprazol 20 mg/día,Síntomas reducidos
Hugo Gómez,65499964A,56/34399878/01,F,32040,2007-03-21,2025-11-12,Migraña episódica,Omeprazol 20 mg/día,Sin cambios relevantes
Sara Ortega,29510216N,89/21922803/07,M,37579,1991-05-04,2024-06-23,Hipertensión arterial,Sertralina 50 mg,Reagudización leve
Mario Castro,62209448M,32/97122076/03,F,11790,1996-09-27,2024-11-18,Migraña episódica,Paracetamol 1g,Respuesta favorable
David Martínez,52889769A,84/51639920/09,M,39301,1983-04-27,2025-11-09,Lumbalgia crónica,Omeprazol 20 mg/día,Síntomas reducidos
Sergio Díaz,48609956Z,45/97358926/07,F,31095,1945-09-12,2024-05-31,Diabetes tipo II,Salbutamol inhalado,Alta médica
Marta Ruiz,42170604P,67/62821130/02,M,29991,1966-11-09,2025-03-10,Gastritis,Enalapril 10 mg/día,Reagudización leve
Javier Castro,88611348L,31/11288668/04,M,43845,1973-03-17,2023-03-21,Gastritis,Ibuprofeno 400 mg/8h,Estable
Paula Díaz,18099601S,39/47764504/07,M,16035,2009-08-23,2023-04-20,Artritis leve,Antihistamínicos,Respuesta favorable
Mario Vega,17843858S,65/87276447/09,M,15818,1967-07-03,2025-04-30,Artritis leve,Enalapril 10 mg/día,Alta médica
Sergio Díaz,60438142N,42/79576717/03,F,25671,1992-07-28,2023-06-18,Ansiedad generalizada,Fisioterapia,Alta médica
Clara Sánchez,36184508K,97/29546345/09,M,16494,1984-03-14,2025-03-09,Migraña episódica,Sertralina 50 mg,Respuesta favorable
Pablo Ortega,28854636X,84/67482148/04,F,52769,2002-07-10,2024-07-06,Alergia estacional,Fisioterapia,Respuesta favorable
Sara Díaz,36069471F,19/57482698/02,F,32831,1971-04-17,2023-03-22,Lumbalgia crónica,Fisioterapia,Respuesta favorable
Lucía Navarro,64574371F,75/46338370/04,F,43031,1975-11-28,2024-11-24,Diabetes tipo II,Sertralina 50 mg,Respuesta favorable
Elena Vega,57774813B,23/41540439/06,F,15227,1977-09-05,2024-07-04,Hipertensión arterial,Enalapril 10 mg/día,Requiere seguimiento
David Ortega,54829941H,74/90773789/08,F,22771,1996-08-04,2025-12-01,Diabetes tipo II,Salbutamol inhalado,Síntomas reducidos
Laura Molina,35805132O,29/10517364/05,M,17674,1982-01-15,2024-11-11,Ansiedad generalizada,Enalapril 10 mg/día,Control parcial
Hugo Fernández,53458520O,19/44301154/01,M,41644,1951-12-11,2023-09-15,Migraña episódica,Paracetamol 1g,Estable
Paula Molina,81706988S,16/63132516/06,F,44239,1952-10-01,2024-11-25,Alergia estacional,Sertralina 50 mg,Requiere seguimiento
Clara Ruiz,63660352H,25/72516446/05,F,52011,1976-01-17,2025-05-16,Dermatitis atópica,Salbutamol inhalado,Mejora significativa
Javier Vega,23719284I,80/88382688/02,F,51393,1972-11-21,2024-07-11,Asma persistente,Ibuprofeno 400 mg/8h,Respuesta favorable
Ana López,36895824S,70/25523816/06,F,15276,1951-10-30,2025-06-27,Lumbalgia crónica,Antihistamínicos,Síntomas reducidos
Mario Ortega,34635950A,86/84305170/02,M,38024,2008-11-30,2023-09-22,Dermatitis atópica,Enalapril 10 mg/día,Alta médica
Mario Castro,95414340J,30/69303549/09,M,51101,1968-12-23,2023-11-15,Hipertensión arterial,Omeprazol 20 mg/día,Estable
Marta López,16286779G,18/29016675/03,F,37137,1954-12-28,2025-07-14,Migraña episódica,Antihistamínicos,Síntomas reducidos
Marta Castro,65655832P,38/83585921/07,F,23863,2001-01-10,2023-08-11,Dermatitis atópica,Corticoide tópico,Reagudización leve
Pablo Navarro,29593985X,73/68409564/07,F,29698,1943-07-30,2024-11-17,Artritis leve,Salbutamol inhalado,Alta médica
Laura Ruiz,49753216O,33/16119601/06,M,33940,1947-12-28,2023-10-16,Asma persistente,Antihistamínicos,Respuesta favorable
Lucía Castro,26263639H,87/84863127/06,M,16243,2009-11-14,2025-03-12,Dermatitis atópica,Antihistamínicos,Requiere seguimiento
Javier Navarro,82306787M,56/48419500/07,F,34873,1965-02-25,2023-01-10,Ansiedad generalizada,Fisioterapia,Mejora significativa
Mario López,99577869I,67/78322721/04,M,15599,2009-10-01,2023-07-14,Migraña episódica,Ibuprofeno 400 mg/8h,Reagudización leve
Mario Vega,78880155O,85/81351227/01,M,24764,1992-02-15,2024-08-22,Gastritis,Fisioterapia,Reagudización leve
Lucía Molina,29299511P,68/87575235/01,M,38357,1961-02-28,2025-08-14,Diabetes tipo II,Antihistamínicos,Síntomas reducidos
Hugo Fernández,21575499T,58/35269458/04,F,23184,1945-01-03,2024-02-25,Migraña episódica,Ibuprofeno 400 mg/8h,Requiere seguimiento
Marta Sánchez,95784336D,60/50306563/03,F,39498,1994-07-09,2023-03-15,Ansiedad generalizada,Metformina 850 mg/12h,Síntomas reducidos
Elena Molina,64647314R,66/49374480/07,M,28583,1975-03-29,2023-09-16,Asma persistente,Paracetamol 1g,Reagudización leve
David López,17527774F,80/88693089/04,M,39477,2005-02-18,2024-11-18,Migraña episódica,Metformina 850 mg/12h,Mejora significativa
Clara Martínez,24704284P,45/12892524/09,M,23322,1969-01-02,2023-01-15,Migraña episódica,Salbutamol inhalado,Mejora significativa
Hugo López,25444645T,72/57621492/03,M,33407,1943-07-21,2024-08-12,Migraña episódica,Ibuprofeno 400 mg/8h,Sin cambios relevantes
Sara López,82139342G,86/43596964/07,M,34722,1961-12-14,2023-07-04,Gastritis,Sertralina 50 mg,Respuesta favorable
Marta Díaz,52409840G,67/35638460/03,F,36927,1971-01-10,2023-11-28,Gastritis,Antihistamínicos,Alta médica
David Romero,44799181T,57/70105120/02,M,41633,1992-01-29,2025-04-06,Migraña episódica,Paracetamol 1g,Reagudización leve
Sara Ruiz,98797645B,87/78609372/05,F,21206,1962-09-17,2024-06-27,Gastritis,Omeprazol 20 mg/día,Estable
Javier Romero,29538668E,74/27438404/05,F,20652,1972-11-27,2024-01-03,Ansiedad generalizada,Corticoide tópico,Sin cambios relevantes
Hugo Sánchez,75212842V,69/37645411/06,M,42149,1955-01-30,2025-07-02,Ansiedad generalizada,Enalapril 10 mg/día,Control parcial
Paula Fernández,55404147Y,43/29371733/06,F,23466,1953-08-18,2023-09-12,Asma persistente,Antihistamínicos,Mejora significativa
Elena Castro,77155670D,99/94686049/03,M,18326,1943-11-28,2025-03-05,Dermatitis atópica,Ibuprofeno 400 mg/8h,Respuesta favorable
Javier Ruiz,37051157K,84/97568844/02,M,33804,1986-07-14,2023-09-07,Artritis leve,Salbutamol inhalado,Reagudización leve
Sara Castro,65802067P,59/47906372/03,F,22334,1993-10-06,2023-03-25,Asma persistente,Enalapril 10 mg/día,Sin cambios relevantes
Ana Fernández,69947819R,66/93029193/08,F,15076,1977-02-15,2023-02-14,Hipertensión arterial,Omeprazol 20 mg/día,Requiere seguimiento
Sergio Molina,95741883Q,94/90836885/05,M,16089,1947-10-14,2025-01-22,Asma persistente,Metformina 850 mg/12h,Estable
Javier Martínez,78331571R,29/86000091/08,F,46670,1971-11-04,2023-08-08,Lumbalgia crónica,Ibuprofeno 400 mg/8h,Sin cambios relevantes
Hugo Navarro,79080689V,98/88375882/02,M,20052,1990-10-23,2024-10-24,Dermatitis atópica,Antihistamínicos,Sin cambios relevantes
Marta López,56591749Y,95/44514505/08,M,14104,1991-08-14,2024-01-17,Asma persistente,Paracetamol 1g,Reagudización leve
Laura Fernández,11656957D,48/42916791/02,M,27445,2010-04-08,2024-11-25,Artritis leve,Ibuprofeno 400 mg/8h,Control parcial
Javier López,80860381E,88/56513310/07,F,33365,1965-11-15,2024-08-24,Ansiedad generalizada,Salbutamol inhalado,Requiere seguimiento
Ana Navarro,30167270I,63/41183275/01,F,45001,1949-06-26,2025-06-12,Alergia estacional,Sertralina 50 mg,Sin cambios relevantes
Carlos Gómez,31698559B,57/49906141/05,M,30283,1992-08-03,2023-08-14,Gastritis,Fisioterapia,Estable
Laura Sánchez,13770615U,58/85406665/09,F,23848,1994-04-18,2025-10-09,Asma persistente,Fisioterapia,Alta médica
Sergio Romero,16618388Z,79/13275271/09,M,25043,1973-08-18,2024-05-06,Dermatitis atópica,Omeprazol 20 mg/día,Mejora significativa
Sergio Vega,43376926M,74/52490802/07,M,21435,2009-06-03,2025-04-07,Asma persistente,Paracetamol 1g,Sin cambios relevantes
David Ortega,85466148R,92/64073756/09,F,20631,2004-03-16,2025-02-14,Migraña episódica,Salbutamol inhalado,Reagudización leve
Paula Ortega,67407591J,59/83796399/06,M,28517,1984-10-09,2025-05-05,Artritis leve,Paracetamol 1g,Requiere seguimiento
David Romero,46383905C,98/92823883/09,F,34760,1942-01-10,2023-10-02,Ansiedad generalizada,Paracetamol 1g,Sin cambios relevantes
Javier Gómez,35307808Y,97/75611609/02,F,38516,1982-07-29,2025-11-30,Ansiedad generalizada,Antihistamínicos,Mejora significativa
Javier Molina,45790554J,83/22068245/06,F,40757,2006-10-22,2025-10-23,Artritis leve,Antihistamínicos,Requiere seguimiento
Javier Romero,88908513G,19/90837970/04,F,30907,1969-08-10,2025-02-04,Ansiedad generalizada,Fisioterapia,Síntomas reducidos
Carlos Martínez,91386412A,14/90215910/08,M,25465,1994-06-22,2025-09-08,Artritis leve,Enalapril 10 mg/día,Reagudización leve
Clara Molina,83011733Z,65/40489045/02,M,50828,1959-11-29,2023-01-11,Ansiedad generalizada,Paracetamol 1g,Estable
Hugo Sánchez,70336630N,43/63964123/09,F,47837,1993-06-08,2025-01-29,Ansiedad generalizada,Omeprazol 20 mg/día,Mejora significativa
Pablo Díaz,91529290W,60/65394336/01,F,37763,1951-07-17,2023-07-28,Lumbalgia crónica,Enalapril 10 mg/día,Alta médica
Laura Martínez,73832392G,85/17942137/03,M,29743,1981-04-08,2025-07-21,Gastritis,Omeprazol 20 mg/día,Alta médica
Laura Sánchez,90640725W,89/60141328/03,F,11471,1968-02-19,2023-02-22,Hipertensión arterial,Paracetamol 1g,Mejora significativa
Carlos Fernández,40232366H,99/63974271/02,F,22315,1945-08-14,2024-07-10,Hipertensión arterial,Paracetamol 1g,Requiere seguimiento
Clara Molina,82302636A,14/44326303/07,F,18584,1948-07-12,2023-02-22,Dermatitis atópica,Omeprazol 20 mg/día,Reagudización leve
Marta Ortega,74935410B,56/85206600/02,M,13900,2003-08-23,2023-05-28,Hipertensión arterial,Sertralina 50 mg,Alta médica
Clara Díaz,42976645Y,99/23812001/04,M,19698,1956-11-02,2024-11-23,Ansiedad generalizada,Metformina 850 mg/12h,Alta médica
Sara Fernández,97529046U,23/22263910/09,F,28407,1989-01-18,2024-11-26,Dermatitis atópica,Metformina 850 mg/12h,Respuesta favorable
Sergio Díaz,40621568U,55/27766726/07,F,49144,1942-04-08,2023-09-30,Alergia estacional,Salbutamol inhalado,Estable
Mario Castro,47302680B,89/27951474/05,M,44180,1970-06-24,2025-11-11,Migraña episódica,Paracetamol 1g,Control parcial
David Castro,97842890L,25/94790238/08,M,24016,1971-05-01,2024-06-05,Artritis leve,Fisioterapia,Control parcial
Elena Vega,12163331T,67/63806313/01,M,15218,1975-10-23,2023-03-20,Diabetes tipo II,Corticoide tópico,Estable
Clara Sánchez,77253466L,94/73756024/05,M,44825,1964-03-13,2023-06-16,Alergia estacional,Omeprazol 20 mg/día,Sin cambios relevantes
Elena López,21035991Q,77/24452485/04,F,28947,2009-12-06,2023-10-09,Ansiedad generalizada,Corticoide tópico,Estable
Javier López,36152811P,29/72370976/07,F,38839,1943-11-12,2024-05-24,Hipertensión arterial,Enalapril 10 mg/día,Control parcial
Laura López,90675178M,66/57926554/09,F,52401,1991-05-22,2023-09-28,Artritis leve,Ibuprofeno 400 mg/8h,Sin cambios relevantes
Pablo Molina,10712851A,87/57256043/03,M,13264,1956-04-04,2023-05-08,Diabetes tipo II,Salbutamol inhalado,Mejora significativa
Clara Fernández,81982678M,56/88030098/02,M,33665,2010-09-11,2024-06-07,Dermatitis atópica,Omeprazol 20 mg/día,Requiere seguimiento
Carlos Ruiz,91097028J,27/85614781/09,M,42552,1961-10-10,2024-09-18,Gastritis,Salbutamol inhalado,Síntomas reducidos
David Vega,81934798P,61/37511830/05,F,37522,1996-01-31,2023-03-17,Ansiedad generalizada,Metformina 850 mg/12h,Sin cambios relevantes
Mario Ruiz,49823687K,33/13262008/08,F,28620,1962-05-15,2024-02-21,Alergia estacional,Fisioterapia,Estable
Sara Molina,88312903T,19/29649862/04,M,10691,2004-02-26,2024-04-15,Dermatitis atópica,Paracetamol 1g,Reagudización leve
Javier Castro,76999587U,73/27037432/03,F,44622,1940-03-27,2023-06-06,Asma persistente,Enalapril 10 mg/día,Respuesta favorable
Clara Martínez,70223309C,68/61490358/04,F,24257,1944-05-12,2025-04-26,Migraña episódica,Omeprazol 20 mg/día,Estable
Marta Díaz,17088838Y,49/79118161/05,M,35537,2008-11-21,2024-05-19,Diabetes tipo II,Paracetamol 1g,Sin cambios relevantes
Paula Martínez,13166508P,69/23028086/02,F,29667,1943-08-27,2024-03-06,Ansiedad generalizada,Salbutamol inhalado,Respuesta favorable
Paula López,64648427N,42/19002978/03,M,13310,1974-08-20,2024-08-05,Asma persistente,Metformina 850 mg/12h,Requiere seguimiento
Clara Romero,28072572Y,87/45963928/02,M,49012,1951-01-18,2024-09-08,Asma persistente,Sertralina 50 mg,Control parcial
Carlos Castro,88725907Y,66/79697952/08,M,24217,1977-07-15,2024-09-08,Lumbalgia crónica,Ibuprofeno 400 mg/8h,Sin cambios relevantes
Carlos Gómez,57885258C,50/51342315/08,F,32218,2005-02-25,2024-09-20,Alergia estacional,Fisioterapia,Control parcial
Sergio López,46850250N,22/92748198/03,F,20005,1970-12-25,2025-08-02,Artritis leve,Salbutamol inhalado,Reagudización leve
Laura Romero,57892978A,73/14952188/02,M,21215,1945-11-27,2025-01-30,Dermatitis atópica,Fisioterapia,Mejora significativa
Carlos Castro,63806097Q,17/64500202/05,F,15637,1981-10-24,2024-10-09,Lumbalgia crónica,Metformina 850 mg/12h,Control parcial
Sergio Molina,73461165M,70/55421719/07,M,43251,1985-02-08,2025-01-03,Alergia estacional,Salbutamol inhalado,Mejora significativa
Elena Sánchez,25937790E,83/38636113/01,M,20788,1990-10-05,2023-04-06,Diabetes tipo II,Antihistamínicos,Alta médica
Sergio Fernández,91647103Y,44/59557067/09,M,18976,1950-01-19,2024-03-14,Alergia estacional,Corticoide tópico,Alta médica
Ana López,14776866T,44/80871801/01,F,46715,1973-03-18,2024-02-08,Ansiedad generalizada,Ibuprofeno 400 mg/8h,Control parcial
Marta Castro,88534819F,78/96977258/08,M,44985,1966-02-02,2023-05-01,Migraña episódica,Omeprazol 20 mg/día,Control parcial
Pablo Martínez,25549365J,97/50655910/07,F,42682,1979-07-19,2025-10-26,Alergia estacional,Fisioterapia,Mejora significativa
Javier Gómez,44504687F,28/30824843/09,M,22162,1966-03-17,2024-10-04,Lumbalgia crónica,Ibuprofeno 400 mg/8h,Alta médica
Hugo Fernández,83071577O,74/13797926/03,M,26455,1976-06-01,2025-10-25,Hipertensión arterial,Salbutamol inhalado,Alta médica
Javier Sánchez,90544467V,11/20948501/08,M,31620,1977-06-14,2024-10-01,Alergia estacional,Antihistamínicos,Requiere seguimiento
Marta Ortega,23737445I,40/60770776/05,M,17945,1971-07-03,2024-09-03,Artritis leve,Salbutamol inhalado,Sin cambios relevantes
Laura Vega,32818621O,36/58728156/05,F,26805,1995-11-02,2024-08-11,Gastritis,Fisioterapia,Requiere seguimiento
Lucía Romero,42397592J,26/94798824/04,F,15938,2004-12-06,2024-04-09,Migraña episódica,Metformina 850 mg/12h,Mejora significativa
Elena Fernández,63557486F,15/55903036/04,M,32284,2004-04-21,2024-06-13,Hipertensión arterial,Antihistamínicos,Sin cambios relevantes
Lucía Martínez,61452063Q,10/13228365/02,F,41600,1974-12-22,2024-09-27,Lumbalgia crónica,Salbutamol inhalado,Reagudización leve
Elena Vega,88163773A,56/49473928/02,F,52607,1954-04-12,2023-01-28,Artritis leve,Paracetamol 1g,Control parcial
Mario Sánchez,67429993W,78/55291492/09,M,17143,1994-11-14,2024-01-10,Artritis leve,Corticoide tópico,Sin cambios relevantes
Carlos Romero,70221679Y,30/38985981/03,F,21649,1985-05-01,2023-10-01,Lumbalgia crónica,Sertralina 50 mg,Sin cambios relevantes
Pablo Castro,70593699K,68/34887216/06,M,11080,1973-03-09,2025-09-05,Hipertensión arterial,Antihistamínicos,Respuesta favorable
Javier Ruiz,34290138A,43/87933785/06,F,26513,2004-01-21,2024-01-12,Gastritis,Corticoide tópico,Sin cambios relevantes
Carlos Vega,60786008R,47/82618907/05,F,11731,1969-12-27,2024-11-05,Gastritis,Enalapril 10 mg/día,Alta médica
Sergio Gómez,53061262H,97/32747850/04,M,10972,1986-08-25,2025-03-19,Hipertensión arterial,Omeprazol 20 mg/día,Síntomas reducidos
Pablo Díaz,74410409R,91/92405331/07,M,51059,1963-03-27,2024-06-13,Alergia estacional,Metformina 850 mg/12h,Respuesta favorable
Marta Martínez,27976521M,84/77958745/01,M,23828,1942-03-08,2024-09-20,Gastritis,Fisioterapia,Reagudización leve
Marta Romero,58652431K,73/42939709/01,F,17182,2004-10-09,2023-02-03,Ansiedad generalizada,Paracetamol 1g,Alta médica
Sara Navarro,27405265D,33/88790539/02,M,12027,1980-08-18,2023-05-24,Asma persistente,Corticoide tópico,Síntomas reducidos
Clara Díaz,79977970O,86/84159749/04,M,46536,1986-08-11,2025-10-21,Hipertensión arterial,Corticoide tópico,Requiere seguimiento
Clara Fernández,25242214D,77/34024981/05,M,28124,1978-09-22,2024-08-23,Hipertensión arterial,Enalapril 10 mg/día,Reagudización leve
Ana Vega,74882477W,44/78774975/01,M,34760,1968-04-22,2023-09-16,Diabetes tipo II,Corticoide tópico,Respuesta favorable
Hugo Martínez,76076092C,88/22932683/07,F,16980,2007-05-10,2024-02-04,Alergia estacional,Salbutamol inhalado,Sin cambios relevantes
Laura Gómez,11265950I,98/79390633/08,F,14047,1955-02-17,2024-09-16,Ansiedad generalizada,Ibuprofeno 400 mg/8h,Estable
David Ortega,75770245E,21/97340394/04,F,33219,1940-08-28,2025-03-06,Dermatitis atópica,Metformina 850 mg/12h,Requiere seguimiento
Paula Navarro,95412814H,12/68016228/02,M,16923,1983-12-24,2024-08-17,Ansiedad generalizada,Metformina 850 mg/12h,Estable
Pablo Ortega,29177015F,37/16736295/01,M,16662,2009-02-08,2023-08-17,Lumbalgia crónica,Metformina 850 mg/12h,Control parcial
Marta Ortega,92181072V,39/86445768/05,M,41299,1961-03-28,2023-06-10,Migraña episódica,Fisioterapia,Respuesta favorable
David Ruiz,75193144K,71/52938999/01,M,33279,1997-06-18,2025-05-26,Gastritis,Enalapril 10 mg/día,Reagudización leve
Marta Gómez,50658543W,36/16148964/09,F,10231,1956-12-02,2023-08-28,Ansiedad generalizada,Omeprazol 20 mg/día,Sin cambios relevantes
Javier Molina,52340555H,88/97993293/05,F,41145,1973-04-28,2023-02-25,Migraña episódica,Ibuprofeno 400 mg/8h,Síntomas reducidos
Elena Navarro,31473362M,96/51513684/09,M,47521,1974-09-01,2024-12-10,Migraña episódica,Enalapril 10 mg/día,Mejora significativa
Pablo Díaz,15467103S,26/65346712/09,M,23903,1949-09-20,2024-04-29,Migraña episódica,Salbutamol inhalado,Alta médica
Clara Díaz,64397515G,60/56843413/09,M,13187,1995-04-27,2023-11-01,Alergia estacional,Metformina 850 mg/12h,Mejora significativa
Paula Castro,45571897N,40/10486184/04,F,42262,1940-02-19,2024-12-28,Ansiedad generalizada,Fisioterapia,Alta médica
David Fernández,48661624Q,87/49178089/04,M,51599,1997-10-11,2025-07-30,Diabetes tipo II,Omeprazol 20 mg/día,Alta médica
Ana Gómez,51844949C,62/44013254/01,M,15807,1948-05-22,2024-01-21,Lumbalgia crónica,Paracetamol 1g,Requiere seguimiento
Pablo Castro,62324847R,51/93339192/05,F,13809,1968-12-17,2025-04-24,Lumbalgia crónica,Metformina 850 mg/12h,Respuesta favorable
Mario Castro,77393186L,62/17034729/07,F,42459,2003-03-29,2023-03-27,Diabetes tipo II,Corticoide tópico,Estable
Sergio Vega,37200234L,90/41848337/09,F,20229,2010-08-26,2023-12-03,Dermatitis atópica,Omeprazol 20 mg/día,Requiere seguimiento
Lucía Vega,54523296Z,19/75834842/02,M,49101,1947-03-06,2025-09-09,Gastritis,Ibuprofeno 400 mg/8h,Respuesta favorable
Hugo Martínez,59391137G,17/95841612/02,F,16910,1960-07-24,2025-08-22,Hipertensión arterial,Salbutamol inhalado,Control parcial
Marta Gómez,28154869B,61/30822492/06,M,21819,1973-12-23,2025-02-19,Asma persistente,Metformina 850 mg/12h,Alta médica
Sara Ortega,93723880B,27/34295590/03,M,16851,1961-05-24,2023-01-20,Migraña episódica,Corticoide tópico,Mejora significativa
Hugo Gómez,64686388O,96/86431463/09,F,50699,1954-06-23,2024-11-22,Dermatitis atópica,Sertralina 50 mg,Mejora significativa
Javier Sánchez,11455547X,84/39496784/01,F,33350,1960-05-07,2025-07-18,Migraña episódica,Omeprazol 20 mg/día,Síntomas reducidos
Carlos Ortega,24587470S,38/64635852/05,F,38705,1999-06-02,2025-02-06,Migraña episódica,Antihistamínicos,Reagudización leve
Clara Fernández,92283643O,35/97709675/03,F,51464,2009-04-11,2024-09-15,Artritis leve,Metformina 850 mg/12h,Respuesta favorable
Marta Molina,63241562H,36/37398312/03,M,31459,1941-05-29,2023-04-29,Artritis leve,Ibuprofeno 400 mg/8h,Reagudización leve
Carlos Romero,15668213V,61/81306342/03,F,38237,1980-08-27,2024-07-31,Lumbalgia crónica,Salbutamol inhalado,Reagudización leve
Laura Molina,40617274T,32/37106595/06,F,13519,1974-12-05,2025-10-08,Dermatitis atópica,Enalapril 10 mg/día,Reagudización leve
Sara Navarro,18401839O,39/15971970/09,M,31463,1994-04-24,2023-05-24,Gastritis,Paracetamol 1g,Sin cambios relevantes
Clara Fernández,97892300U,26/87106196/01,M,35308,1986-03-17,2025-07-21,Alergia estacional,Antihistamínicos,Requiere seguimiento
Javier Fernández,12681325T,42/46817783/02,M,16836,1949-05-14,2025-03-03,Dermatitis atópica,Omeprazol 20 mg/día,Síntomas reducidos
Hugo Ortega,83413093H,95/63599474/06,M,26269,1962-10-12,2023-04-04,Migraña episódica,Sertralina 50 mg,Control parcial
Javier Gómez,75516573E,94/60575519/08,F,17950,1999-12-04,2023-11-23,Dermatitis atópica,Fisioterapia,Estable
Elena Castro,38592662B,33/42151776/01,F,26063,2007-06-30,2025-01-29,Migraña episódica,Paracetamol 1g,Estable
Paula Gómez,76564561J,51/77058129/08,F,37472,1943-05-06,2023-11-16,Alergia estacional,Antihistamínicos,Estable
David Molina,76580000U,13/27837055/02,M,25070,2007-08-03,2025-05-03,Dermatitis atópica,Salbutamol inhalado,Reagudización leve
Elena Navarro,80743741E,10/74800694/05,F,42039,2003-11-02,2024-12-30,Alergia estacional,Antihistamínicos,Control parcial
Sergio Ortega,59313597F,71/70020189/02,F,13471,1960-06-08,2024-03-30,Ansiedad generalizada,Antihistamínicos,Mejora significativa
David Vega,90878149G,17/54046834/07,M,35698,1983-12-25,2023-11-26,Artritis leve,Paracetamol 1g,Requiere seguimiento
Marta Vega,10861838Z,78/22897575/02,F,29734,1979-10-07,2024-08-28,Dermatitis atópica,Sertralina 50 mg,Requiere seguimiento
Clara Romero,63282248R,28/21731801/02,M,34680,1998-11-24,2024-05-28,Lumbalgia crónica,Paracetamol 1g,Reagudización leve
Carlos López,28613220U,78/98204639/02,F,43452,2003-12-07,2024-11-23,Hipertensión arterial,Metformina 850 mg/12h,Mejora significativa
Javier López,59824154A,68/90982433/08,F,45382,1951-11-18,2023-11-02,Lumbalgia crónica,Fisioterapia,Requiere seguimiento
Clara Sánchez,97767871D,30/90927523/01,F,17959,1991-06-03,2025-08-04,Diabetes tipo II,Antihistamínicos,Respuesta favorable
Javier Sánchez,84423693Z,43/54096668/08,M,38763,2009-08-04,2023-02-20,Gastritis,Salbutamol inhalado,Estable
Clara Sánchez,42055686Z,83/28981761/02,M,12759,2009-03-26,2025-03-12,Artritis leve,Paracetamol 1g,Reagudización leve
Mario Vega,63715809Q,58/12089902/05,M,47685,1977-01-17,2023-05-28,Ansiedad generalizada,Ibuprofeno 400 mg/8h,Síntomas reducidos
Hugo Castro,51704353B,72/79051138/02,F,21889,1971-09-30,2024-05-10,Migraña episódica,Salbutamol inhalado,Sin cambios relevantes
Hugo Vega,40642315D,19/98082719/02,F,19457,1962-04-15,2024-10-02,Hipertensión arterial,Corticoide tópico,Reagudización leve
Elena Fernández,88731222M,46/93412714/05,M,44262,1994-12-28,2025-07-24,Lumbalgia crónica,Antihistamínicos,Respuesta favorable
Javier Vega,32709813T,50/34151073/09,F,46770,1963-09-22,2024-03-05,Dermatitis atópica,Omeprazol 20 mg/día,Respuesta favorable
Elena Gómez,45051595U,50/99867504/02,M,21711,2008-11-04,2023-06-11,Asma persistente,Omeprazol 20 mg/día,Control parcial
Ana Ortega,37268758I,23/61146885/05,M,21426,1997-11-29,2024-10-10,Artritis leve,Ibuprofeno 400 mg/8h,Requiere seguimiento
